Product_ID,Product_Name,Category,Warehouse,Location,Quantity,Price,Supplier,stock_status,Last_Restocked,Total_inventory
1011, widget a ,Toys,Warehouse 3,Aisle 1,NaN,29.99,Supplier A,Low Stock,22-07-2025,NULL
1329, widget b ,Cloths,Warehouse 1,Aisle 1,50,9.99,Supplier C,Out of Stock,23-07-2025,499.50 
1735, gadget y ,Cloths,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,24-07-2025,8997.00 
1783, gadget z ,Toys,Warehouse 1,Aisle 4,50,19.99,Supplier C,Out of Stock,25-07-2025,999.50 
1967, gadget y ,Cloths,Warehouse 1,Aisle 1,200,29.99,Supplier D,Low Stock,26-07-2025,5998.00 
1357, widget c ,Electronic,Warehouse 1,Aisle 1,200,49.99,Supplier A,Low Stock,27-07-2025,9998.00 
1971, widget b ,Cloths,Warehouse 1,Aisle 4,100,49.99,Supplier A,Out of Stock,28-07-2025,4999.00 
1407, widget c ,Electronic,Warehouse 2,Aisle 3,NaN,19.99,Supplier B,Low Stock,29-07-2025,NULL
1667, widget b ,Cloths,Warehouse 3,Aisle 1,100,NaN,Supplier B,In Stock,30-07-2025,NULL
1372, widget c ,Electronic,Warehouse 2,Aisle 2,50,49.99,Supplier C,Low Stock,31-07-2025,2499.50 
1007, gadget y ,Cloths,Warehouse 1,Aisle 4,150,9.99,Supplier A,Low Stock,01-08-2025,1498.50 
1121, gadget y ,Cloths,Warehouse 1,Aisle 1,150,19.99,Supplier A,In Stock,02-08-2025,2998.50 
1347, widget a ,Toys,Warehouse 3,Aisle 5,200,29.99,Supplier B,Out of Stock,03-08-2025,5998.00 
1675, gadget z ,Toys,Warehouse 2,Aisle 2,150,29.99,Supplier D,In Stock,04-08-2025,4498.50 
1089, widget c ,Electronic,Warehouse 3,Aisle 1,150,9.99,Supplier C,Low Stock,05-08-2025,1498.50 
1647, gadget x ,Furniture,Warehouse 2,Aisle 2,150,49.99,Supplier C,Out of Stock,06-08-2025,7498.50 
1697, widget a ,Toys,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,07-08-2025,999.50 
1315, widget c ,Electronic,Warehouse 3,Aisle 3,150,9.99,Supplier A,Low Stock,08-08-2025,1498.50 
1177, widget c ,Electronic,Warehouse 3,Aisle 2,300,49.99,Supplier B,In Stock,09-08-2025,14997.00 
1539, widget a ,Toys,Warehouse 1,Aisle 3,150,19.99,Supplier B,In Stock,10-08-2025,2998.50 
1731, gadget y ,Cloths,Warehouse 3,Aisle 4,150,29.99,Supplier B,Out of Stock,11-08-2025,4498.50 
1868, widget c ,Electronic,Warehouse 2,Aisle 3,100,19.99,Supplier B,Out of Stock,12-08-2025,1999.00 
1040, gadget y ,Cloths,Warehouse 2,Aisle 5,50,NaN,Supplier D,Out of Stock,13-08-2025,NULL
1739, widget a ,Toys,Warehouse 2,Aisle 1,200,19.99,Supplier D,Low Stock,14-08-2025,3998.00 
1703, gadget y ,Cloths,Warehouse 2,Aisle 4,100,NaN,Supplier A,In Stock,15-08-2025,NULL
1922, widget b ,Cloths,Warehouse 1,Aisle 4,NaN,19.99,Supplier B,In Stock,16-08-2025,NULL
1501, gadget x ,Furniture,Warehouse 3,Aisle 5,50,NaN,Supplier D,In Stock,17-08-2025,NULL
1958, widget c ,Electronic,Warehouse 2,Aisle 3,300,29.99,Supplier A,Out of Stock,18-08-2025,8997.00 
1144, gadget z ,Toys,Warehouse 1,Aisle 1,50,49.99,Supplier B,In Stock,19-08-2025,2499.50 
1200, gadget x ,Furniture,Warehouse 3,Aisle 3,NaN,NaN,Supplier C,In Stock,20-08-2025,NULL
1928, gadget y ,Cloths,Warehouse 3,Aisle 2,NaN,NaN,Supplier D,In Stock,21-08-2025,NULL
1723, widget c ,Electronic,Warehouse 1,Aisle 3,NaN,29.99,Supplier A,Out of Stock,22-08-2025,NULL
1460, gadget y ,Cloths,Warehouse 1,Aisle 4,200,NaN,Supplier C,In Stock,23-08-2025,NULL
1731, widget b ,Cloths,Warehouse 2,Aisle 1,150,9.99,Supplier B,Out of Stock,24-08-2025,1498.50 
1751, widget a ,Toys,Warehouse 3,Aisle 3,50,29.99,Supplier B,In Stock,25-08-2025,1499.50 
1924, widget c ,Electronic,Warehouse 3,Aisle 1,150,9.99,Supplier B,In Stock,26-08-2025,1498.50 
1908, widget b ,Cloths,Warehouse 1,Aisle 1,150,29.99,Supplier D,In Stock,27-08-2025,4498.50 
1557, widget b ,Cloths,Warehouse 3,Aisle 2,300,NaN,Supplier A,Out of Stock,28-08-2025,NULL
1546, widget c ,Electronic,Warehouse 2,Aisle 2,NaN,9.99,Supplier C,Out of Stock,29-08-2025,NULL
1252, gadget y ,Cloths,Warehouse 3,Aisle 4,200,NaN,Supplier A,In Stock,30-08-2025,NULL
1389, gadget z ,Toys,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,31-08-2025,8997.00 
1593, widget b ,Cloths,Warehouse 1,Aisle 1,100,NaN,Supplier A,Out of Stock,01-09-2025,NULL
1882, gadget x ,Furniture,Warehouse 2,Aisle 5,200,9.99,Supplier D,Out of Stock,02-09-2025,1998.00 
1255, widget b ,Cloths,Warehouse 2,Aisle 4,150,9.99,Supplier B,In Stock,03-09-2025,1498.50 
1708, gadget z ,Toys,Warehouse 3,Aisle 1,200,NaN,Supplier C,Low Stock,04-09-2025,NULL
1814, gadget y ,Cloths,Warehouse 3,Aisle 1,NaN,19.99,Supplier B,In Stock,05-09-2025,NULL
1920, gadget y ,Cloths,Warehouse 1,Aisle 5,100,29.99,Supplier A,Out of Stock,06-09-2025,2999.00 
1449, gadget x ,Furniture,Warehouse 2,Aisle 3,NaN,29.99,Supplier B,Out of Stock,07-09-2025,NULL
1009, widget b ,Cloths,Warehouse 2,Aisle 2,100,NaN,Supplier C,In Stock,08-09-2025,NULL
1823, gadget y ,Cloths,Warehouse 2,Aisle 3,300,19.99,Supplier B,In Stock,09-09-2025,5997.00 
1797, gadget z ,Toys,Warehouse 3,Aisle 5,150,9.99,Supplier C,Low Stock,10-09-2025,1498.50 
1241, widget c ,Electronic,Warehouse 2,Aisle 2,100,49.99,Supplier C,Low Stock,11-09-2025,4999.00 
1250, widget a ,Toys,Warehouse 1,Aisle 3,100,49.99,Supplier B,Out of Stock,12-09-2025,4999.00 
